license_number,legal_name,trade_name,store_type,address,city,region,postal_code,country,latitude,longitude,official_website,regulator_url,license_status,operational_status,coordinates_source,coordinates_confidence,location_evidence
DA-23-00001,"Cannabus, LLC",Potomac Holistics,OTHER_REGULATED_POINT,14808 Physicians Lane Suite 211 Rockville Maryland 20850,,Montgomery,,US,39.0996,-77.2109,https://potomacholistics.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00002,"Southern Maryland Relief, LLC",Story Cannabis - Mechanicsville,OTHER_REGULATED_POINT,28105 Three Notch Road Mechanicsville Maryland 20659,,St. Mary's,,US,38.4396,-76.7333,https://storycannabis.com/dispensary-locations/maryland/mechanicsville-md/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00004,"Maryland Wellness Access, LLC",Remedy - Columbia,OTHER_REGULATED_POINT,8865 Stanford Blvd. Unit 131 Columbia Maryland 21045,,Howard,,US,39.1912,-76.8181,https://remedymaryland.com/locations/maryland/columbia-dispensary/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00005,"Maryland Compassionate Care & Wellness, LLC",Curaleaf - Frederick,OTHER_REGULATED_POINT,5420 Urbana Pike Frederick Maryland 21704,,Frederick,,US,39.3804,-77.3995,https://curaleaf.com/shop/maryland/curaleaf-dispensary-md-frederick,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00006,"Nature's Care & Wellness, LLC",Nature's Care & Wellness,OTHER_REGULATED_POINT,4925 Pulaski Highway Suite A Perryville Maryland 21903,,Cecil,,US,39.5778,-76.0506,https://ncwmedical.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00007,"MIMD Operating 1, LLC",Cookies Baltimore,OTHER_REGULATED_POINT,35 E. Cross Street Baltimore Maryland 21230,,Baltimore City,,US,39.2766,-76.6131,https://baltimore.cookies.co/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00008,"Trulieve MD, LLC",Trulieve - Rockville,OTHER_REGULATED_POINT,12200 Rockville Pike Rockville Maryland 20852,,Montgomery,,US,39.0583,-77.1208,https://www.trulieve.com/dispensaries/rockville-md,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00009,"Maryleaf, LLC",Bloom Medicinals,OTHER_REGULATED_POINT,11530 Middlebrook Road Germantown Maryland 20876,,Montgomery,,US,39.1794,-77.2402,https://bloommedicinals.com/maryland/germantown-dispensary-md/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00010,"Freestate Wellness, LLC",Zen Leaf - Elkridge,OTHER_REGULATED_POINT,6000 Marshalee Drive Elkridge Maryland 21075,,Howard,,US,39.2114,-76.7781,https://zenleafdispensaries.com/locations/elkridge/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00011,"MCNA Wellness, LLC",Haven Cannabis Dispensary,OTHER_REGULATED_POINT,15300 Robert Crain Highway Brandywine Maryland 20613,,Prince George's,,US,38.6796,-76.8739,https://www.findinghaven.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00012,"Positive Energy, LLC",Positive Energy Dispensary,OTHER_REGULATED_POINT,9939 Jerry Mack Road Suite 500 Ocean City Maryland 21842,,Worcester,,US,38.3379,-75.1348,https://www.positiveenergyoc.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00013,"Alternative Medicine Maryland, LLC",Green Point Dispensary - Linthicum,OTHER_REGULATED_POINT,823 A Elkridge Landing Road Linthicum Maryland 21090,,Anne Arundel,,US,39.192,-76.6717,https://www.gpwellness.com/linthicum-menu,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00015,"Curaleaf MD, LLC",Curaleaf - Reisterstown,OTHER_REGULATED_POINT,11722 Reisterstown Road Reisterstown Maryland 21136,,Baltimore,,US,39.4447,-76.8119,https://curaleaf.com/shop/maryland/curaleaf-md-reisterstown,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00017,"Oc botanicals, LLC",Hi-Tide Dispensary,OTHER_REGULATED_POINT,12524 Ocean Gateway Unit 100 Ocean City Maryland 21842,,Worcester,,US,38.337,-75.1139,https://ochitide.com,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00018,"Curaleaf Columbia, LLC",Curaleaf - Columbia,OTHER_REGULATED_POINT,7090 Deepage Drive Columbia Maryland 21045,,Howard,,US,39.1762,-76.8396,https://curaleaf.com/shop/maryland/curaleaf-md-columbia,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00019,"Trulieve MD, LLC",Trulieve - Lutherville,OTHER_REGULATED_POINT,1526 York Road Lutherville Maryland 21093,,Baltimore,,US,39.4221,-76.6178,https://www.trulieve.com/dispensaries/lutherville-md,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00020,"Canna Cuzzos, LLC",Story Cannabis - Waldorf,OTHER_REGULATED_POINT,2290 Old Washington Road Suite 12383 Waldorf Maryland 20601,,Charles,,US,38.6464,-76.8848,https://storycannabis.com/dispensary-locations/maryland/waldorf-md/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00021,"Cannamd, LLC",Releaf Shop,OTHER_REGULATED_POINT,1114 Cathedral Street Baltimore Maryland 21201,,Baltimore City,,US,39.302,-76.6183,https://www.releaf-shop.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00022,"Peake Releaf, LLC",Peake Releaf,OTHER_REGULATED_POINT,2001 Chapman Ave. Rockville Maryland 20852,,Montgomery,,US,39.0586,-77.119,https://www.peakereleaf.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00023,"M2C2, LLC",Herbafi,OTHER_REGULATED_POINT,8413 Ramsey Avenue Silver Spring Maryland 20910,,Montgomery,,US,38.9936,-77.0291,https://www.herbafi.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00025,"Trulieve MD, LLC",Trulieve - Halethorpe,OTHER_REGULATED_POINT,3531 Washington Blvd. Suite 112 Halethorpe Maryland 21227,,Baltimore,,US,39.2507,-76.6683,https://www.trulieve.com/dispensaries/halethorpe-md,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00026,"Blair Wellness Center, LLC",Blair Wellness Center,OTHER_REGULATED_POINT,5806 York Road Baltimore Maryland 21212,,Baltimore City,,US,39.361,-76.6102,https://blairwellness.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00027,"Blue Mountain Care, LLC",Ascend Dispensary - Aberdeen,OTHER_REGULATED_POINT,226 South Philadelphia Ave. Aberdeen Maryland 21001,,Harford,,US,39.506,-76.1663,https://letsascend.com/locations/maryland/aberdeen/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00029,"Baltimore41, LLC",Storehouse Baltimore,OTHER_REGULATED_POINT,5730 Falls Road Baltimore Maryland 21209,,Baltimore City,,US,39.3663,-76.648,https://www.storehousemd.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00030,"MI Health, LLC",Curaleaf - Gaithersburg,OTHER_REGULATED_POINT,10011 Stedwick Road Gaithersburg Maryland 20886,,Montgomery,,US,39.1707,-77.2073,https://curaleaf.com/shop/maryland/curaleaf-md-gaithersburg-montgomery-village,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00033,"Premium Medicine of Maryland, LLC",Story Cannabis - Silver Spring,OTHER_REGULATED_POINT,12355 Georgia Ave. Silver Spring Maryland 20906,,Montgomery,,US,39.0125,-77.0416,https://storycannabis.com/dispensary-locations/maryland/silver-spring-md/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00034,"The Apothecary, LLC",Grow West Cannabis Company,OTHER_REGULATED_POINT,213 South Walnut Place Cumberland Maryland 21502,,Allegany,,US,39.6345,-78.7658,https://www.growwestmd.com/dispensary/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00035,"Wright Wellness Group, LLC.",Salvera,OTHER_REGULATED_POINT,4201 Northview Drive Bowie Maryland 20716,,Prince George's,,US,38.9476,-76.7371,https://www.salveramd.com/about/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00036,"Jova Wellness Center, LLC",Jova Wellness Center,OTHER_REGULATED_POINT,5846 Allentown Way Temple Hills Maryland 20748,,Prince George's,,US,38.8014,-76.9081,https://www.jovawellness.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00037,"Tilstar, LLC",Sunburst Pharm,OTHER_REGULATED_POINT,603 Meteor Avenue Cambridge Maryland 21613,,Dorchester,,US,38.5633,-76.064,https://sunburstpharm.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00038,"B1 Earthgroup, LLC",Sweetspot Dispensary,OTHER_REGULATED_POINT,18070 Georgia Avenue Olney Maryland 20832,,Montgomery,,US,39.1524,-77.0678,https://sweetspotfarms.com/store/md001,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00040,"Chesapeake Integrated Health Institute, LLC",Green Goods - Baltimore (Hampden),OTHER_REGULATED_POINT,3907 Falls Road Baltimore Maryland 21211,,Baltimore City,,US,39.3355,-76.6361,https://visitgreengoods.com/locations/baltimore-hampden-md/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00041,"Maryland Alternative Relief, LLC",Green Goods - Rockville,OTHER_REGULATED_POINT,14348 Layhill Rd. Silver Spring Maryland 20902,,Montgomery,,US,39.1072,-77.0839,https://visitgreengoods.com/locations/rockville-md/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00043,"Dld enterprises, Inc",Verilife - Westminster,OTHER_REGULATED_POINT,700 Corporate Center Ct Suite K Westminster Maryland 21157,,Carroll,,US,39.5939,-76.9977,https://www.verilife.com/md/locations/westminster,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00044,"Mikran, LLC",Zen Leaf - Germantown,OTHER_REGULATED_POINT,13007 Wisteria Dr Unit 28-29 Germantown Maryland 20874,,Montgomery,,US,39.1789,-77.2705,https://zenleafdispensaries.com/locations/germantown/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00045,"Revolution Maryland Retail, LLC",Enlightened Dispensary,OTHER_REGULATED_POINT,3111 Emmorton Road Abingdon Maryland 21009,,Harford,,US,39.4756,-76.3089,https://www.revcanna.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00046,"Maryland Physician Partners, LLC",Ritual Dispensary,OTHER_REGULATED_POINT,7010 Ritchie Highway Suite 901 Glen Burnie Maryland 21061,,Anne Arundel,,US,39.1752,-76.5454,https://ritualdispensary.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00047,"Maryland Natural Treatment Solutions, LLC",Zen Leaf - Pasadena,OTHER_REGULATED_POINT,16 Magothy Beach Rd Pasadena Maryland 21122,,Anne Arundel,,US,39.1217,-76.5173,https://zenleafdispensaries.com/locations/pasadena/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00048,"Bethesda Biomedical, Inc",Waave Cannabis,OTHER_REGULATED_POINT,7327 Hanover Pkwy Greenbelt Maryland 20770,,Prince George's,,US,38.9891,-76.8757,https://www.mdwaave.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00050,"Bloomworks Wellness, LLC",Sweet Buds Dispensary,OTHER_REGULATED_POINT,5312 New Design Rd Frederick Maryland 21703,,Frederick,,US,39.3801,-77.4232,https://mysweetbuds.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00051,"Derby1, LLC",The Apothecarium Dispensary - Salisbury,OTHER_REGULATED_POINT,1003 Mt. Hermon Rd. Salisbury Maryland 21804,,Wicomico,,US,38.3681,-75.5772,https://dispensary.peninsulamd.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00052,"Kind Therapeutics USA, LLC",Thrive Dispensary - Annapolis,OTHER_REGULATED_POINT,2061 Generals Highway Annapolis Maryland 21401,,Anne Arundel,,US,38.9927,-76.5493,https://www.thrivedispensaries.com/dispensary/annapolis-md/medical,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00053,"PharmaCann of MD, LLC",Verilife - Rockville,OTHER_REGULATED_POINT,11300 Georgia Avenue Silver Spring Maryland 20902,,Montgomery,,US,39.0417,-77.0518,https://www.verilife.com/md/locations/silver-spring,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
DA-23-00054,"Evermore Cannabis Company, LLC",The Living Room,OTHER_REGULATED_POINT,1636 Reisterstown Road Pikesville Maryland 21208,,Baltimore,,US,39.3795,-76.7286,https://www.thelvrm.com/,https://cannabis.maryland.gov/Pages/Data-Dashboard.aspx,UNKNOWN_STATUS,UNKNOWN_STATUS,OFFICIAL_MCA_DATA_DASHBOARD,PROVEN,STRONG
