"LicenceNumber","ApplicationStatusEn","LicenceStatus","LicenceTypeEn","Latitude","Longitude","PremisesName","StreetAddress","City","Province","PostalCode","AddressID"
"CRSA1188539","Authorized to Open","Active","Cannabis Retail Store Authorization","43.231612509522","-79.8068032173235","SESSIONS CANNABIS - ROSEDALE","1900 KING ST E","HAMILTON","ON","L8K1W1","197250"
"CRSA1188610","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5356229258758","-78.5433336556928","DOCKS","7 KING ST E","BOBCAYGEON","ON","K0M1A0","68511946"
"CRSA1188669","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9590289974325","-81.3305158661201","Tokyo Smoke","1240 COMMISSIONERS RD W UNIT 111","LONDON","ON","N6K1C7","68502178"
"CRSA1188757","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6307450296902","-80.0402596723413","T Cannabis","38 MILL ST E","ACTON","ON","L7J1H2","68550246"
"CRSA1188836","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6522699956094","-79.4721600038336","Seven Point Cannabis","2114 BLOOR ST W UNIT B","TORONTO","ON","M6S 1M8","69923255"
"CRSA1188920","Authorized to Open","Active","Cannabis Retail Store Authorization","45.4474553218299","-75.5935901733525","Wavy","2084 MONTREAL RD","GLOUCESTER","ON","K1J6M9","18614959"
"CRSA1188928","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0761285493309","-79.0971464434868","Honeypot Smoke Shop","6832 DRUMMOND RD","NIAGARA FALLS","ON","L2G4P3","24240864"
"CRSA1188950","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4895299810402","-80.4926299771725","Chamba Cannabis Co","425 UNIVERSITY AVE E UNIT D","WATERLOO","ON","N2K4C9","69648941"
"CRSA1188980","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6887157260661","-79.3485187930638","Plant Republic","1031 PAPE AVE","EAST YORK","ON","M4K3W1","167248"
"CRSA1188995","Authorized to Open","Active","Cannabis Retail Store Authorization","45.6092105985242","-74.6125980153249","CONNOISSEUR CULTURE","30 MAIN ST E SUITE 88","HAWKESBURY","ON","K6A1A3","68610514"
"CRSA1189139","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6611958020949","-79.4291358147326","Tokyo Smoke","979 BLOOR ST W","TORONTO","ON","M6H1L7","45869152"
"CRSA1189180","Authorized to Open","Active","Cannabis Retail Store Authorization","44.6037304138874","-79.4544946479964","EMERALD CANNABIS CO. ORILLIA","975 WEST RIDGE BLVD UNIT 517","ORILLIA","ON","L3V8A3","68758355"
"CRSA1189272","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1254207745174","-79.2032999983623","TAKE OFF CANNABIS","9 PINE ST N UNIT 28","THOROLD","ON","L2V3Z9","70959448"
"CRSA1189330","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7533545550812","-79.2552763228696","Growers Retail","821 BRIMLEY RD","SCARBOROUGH","ON","M1J1C9","43895624"
"CRSA1189331","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5997447431519","-79.3210085109487","SUPREME LEAF CANNABIS COMPANY","5236 HIGHWAY 12 SOUTH, UNIT B","RAMARA","ON","L3V 0L4","68842956"
"CRSA1189343","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6883700143957","-79.3481800050233","Growers Retail","1021 PAPE AVE","EAST YORK","ON","M4K3V8","68845056"
"CRSA1189358","Authorized to Open","Active","Cannabis Retail Store Authorization","42.8844799952975","-82.124470016977","Rose Gold Cannabis","4247 OIL HERITAGE RD UNIT 4","PETROLIA","ON","N0N1R0","68850043"
"CRSA1189430","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7405069431718","-79.5850109480183","SESSIONS CANNABIS - ETOBICOKE ALBION CENTRE","1530 ALBION RD UNIT 100B","ETOBICOKE","ON","M9V1B4","68884626"
"CRSA1189441","Authorized to Open","Active","Cannabis Retail Store Authorization","43.3787399965239","-79.8081999736876","CANNA CABANA","3505 UPPER MIDDLE RD UNIT D003","BURLINGTON","ON","L7M4C6","68891408"
"CRSA1189502","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7406902972474","-79.4348665688727","Scarlet Fire Cannabis","3852 BATHURST ST","NORTH YORK","ON","M3H3N3","24197296"
"CRSA1189609","Authorized to Open","Active","Cannabis Retail Store Authorization","44.011918861066","-79.4453930927782","SESSIONS CANNABIS - AURORA","15480 BAYVIEW AVE UNIT D0103","AURORA","ON","L4G7J1","71897400"
"CRSA1189684","Authorized to Open","Active","Cannabis Retail Store Authorization","43.3246884507472","-79.7956139485255","BUDSSMOKE","2017 LAKESHORE RD","BURLINGTON","ON","L7R1A1","4852951"
"CRSA1189761","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8004350758484","-79.2959142243733","Cannabuds","2776 KENNEDY RD","SCARBOROUGH","ON","M1T3J2","69029617"
"CRSA1189767","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7320020969181","-79.2690478563966","Soul Rebel Cannabis Co.","2416 EGLINTON AVE E","SCARBOROUGH","ON","M1K2P3","24168830"
"CRSA1189778","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4807599957477","-80.4774299824971","The Bridgeport Cannabis Co.","8 BLOOMINGDALE RD N UNIT 4","KITCHENER","ON","N2K1A2","69041145"
"CRSA1189852","Authorized to Open","Active","Cannabis Retail Store Authorization","45.3063291475396","-79.8942938974505","Giggle Leaf","1 HORSESHOE LAKE ROAD","PARRY SOUND","ON","P2A2W8","24107123"
"CRSA1189859","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7847499986108","-79.4762699862366","One Plant North York","2181 STEELES AVE W UNIT B004 ","NORTH YORK ","ON "," M3J 3N2","79060735"
"CRSA1190022","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7006300146229","-79.4280499869157","CanaCulture Cannabis Store","914 EGLINTON AVE W","TORONTO","ON","M6C2C2","70232472"
"CRSA1190059","Authorized to Open","Active","Cannabis Retail Store Authorization","51.0155400079747","-93.8325199921767","West End Cannabis Co.","260 HOWEY STREET","RED LAKE","ON","P0V 2M0","69146872"
"CRSA1190106","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1380100190351","-79.2162699714379","One Plant St. Catharines","343 GLENDALE AVE SUITE 520","ST CATHARINES","ON","L2T0A1","69179530"
"CRSA1190176","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6705600208","-79.3907100331926","Tokyo Smoke","94 CUMBERLAND ST UNIT 2 ","TORONTO ","ON","M5R 1A3","72342259"
"CRSA1190224","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5454143000753","-80.2485995140683","PUR CANNABIS – WYNDHAM N","37A WYNDHAM ST N","GUELPH","ON","N1H4E4","69237390"
"CRSA1190226","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5448499971744","-80.2474899870565","THE CANNABIST SHOP","69 MACDONELL ST","GUELPH","ON","N1H2Z7","69237881"
"CRSA1190256","Authorized to Open","Active","Cannabis Retail Store Authorization","43.959640000928","-78.1650899621496","The Peace Pipe ","1 KING ST E UNIT 1A","COBOURG","ON","K9A1K6","69249305"
"CRSA1190297","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4203447504475","-80.4469772000982","Canna Cabana","569 FAIRWAY RD S UNIT H3","KITCHENER","ON","N2C1X4","52817686"
"CRSA1190297","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4203447504475","-80.4469772000982","Canna Cabana","569 FAIRWAY RD S UNIT H3","KITCHENER","ON","N2C1X4","52817686"
"CRSA1190352","Authorized to Open","Active","Cannabis Retail Store Authorization","44.1521231378871","-81.0278219574274","VIP Cannabis Company","302 10TH ST","HANOVER","ON","N4N1P3","69301343"
"CRSA1190359","Authorized to Open","Active","Cannabis Retail Store Authorization","49.7712699928187","-94.4891300399271","THE REEF STORE BY THE LAKE","201 MARINA ROAD","WAUZHUSHK ONIGUM NATION","ON","P9N 3X8","72341210"
"CRSA1190448","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7328856921539","-79.7645228281566","One Plant Brampton","160 GREAT LAKES DR UNIT 123A","BRAMPTON","ON","L6R2K7","75573355"
"CRSA1190535","Authorized to Open","Active","Cannabis Retail Store Authorization","46.6109459694875","-81.0072694510588","CANNABIS JACKS","3020 OLD HWY 69 N UNIT 1","VAL CARON","ON","P3N1R8","70513490"
"CRSA1190601","Authorized to Open","Active","Cannabis Retail Store Authorization","42.2681892336835","-83.0015203280914","Cannasavvy Cannabis Co.","3395 HOWARD AVE UNIT 4","WINDSOR","ON","N9E3N6","64509509"
"CRSA1190669","Authorized to Open","Active","Cannabis Retail Store Authorization","45.0296800048229","-75.6356100345196","DREAM CANNABIS","202-3000 WELLINGTON ROAD","KEMPTVILLE","ON","KOG1J0","69631974"
"CRSA1190704","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1066364604708","-79.0711515","True North Cannabis Company","4695 QUEEN ST","NIAGARA FALLS","ON","L2E2L9","44081663"
"CRSA1190750","Authorized to Open","Active","Cannabis Retail Store Authorization","42.5946800096867","-82.383039995275","Haight - Ashbury","302 JAMES ST","WALLACEBURG","ON","N8A2N5","69662423"
"CRSA1190752","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6492963652548","-79.4501685016448","Purple Tree Cannabis","337 RONCESVALLES AVE","TORONTO","ON","M6R2M8","2168104"
"CRSA1190768","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6789599869768","-79.3432399627488","EY CANNABIS 715 DANFORTH","715 DANFORTH AVE UNIT A","TORONTO","ON","M4J1L2","69678019"
"CRSA1190771","Authorized to Open","Active","Cannabis Retail Store Authorization","44.0779200122123","-80.2054600232306","Cannabis Stop Inc.","171 MAIN ST W SUITE 101","SHELBURNE","ON","L9V3K3","69680199"
"CRSA1190772","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2509811973282","-79.8162996244448","True North Cannabis Company","326 OTTAWA ST N","HAMILTON","ON","L8H4A1","24189965"
"CRSA1190773","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9753399933574","-79.2526399713255","True North Cannabis Co.","16 STEEL ST","WELLAND","ON","L3B3L9","69680549"
"CRSA1190774","Authorized to Open","Active","Cannabis Retail Store Authorization","43.3587600120151","-80.3141800129387","True North Cannabis Co.","51 MAIN ST","CAMBRIDGE","ON","N1R1V6","69680781"
"CRSA1190776","Authorized to Open","Active","Cannabis Retail Store Authorization","42.3103700030178","-83.0116699929403","TRUE NORTH CANNABIS CO.","1368 OTTAWA ST","WINDSOR","ON","N8X2E8","69681289"
"CRSA1190783","Authorized to Open","Active","Cannabis Retail Store Authorization","42.969671844023","-82.3984626090895","True North Cannabis Company","129 MITTON ST S","SARNIA","ON","N7T3C5","69682402"
"CRSA1190846","Authorized to Open","Active","Cannabis Retail Store Authorization","42.8891200073478","-79.2512599747867","True North Cannabis Company","349 KING ST","PORT COLBORNE","ON","L3K4H2","69719190"
"CRSA1190852","Authorized to Open","Active","Cannabis Retail Store Authorization","43.3935599976189","-80.3544500285548","True North Cannabis Company","960 KING ST E SUITE 3","CAMBRIDGE","ON","N3H3P3","72706208"
"CRSA1190859","Authorized to Open","Active","Cannabis Retail Store Authorization","43.664059980616","-79.4169899818567","CABIN CANNABIS ","688 BLOOR ST W","TORONTO","ON","M6G1L2","69724858"
"CRSA1190871","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5008836041674","-80.5342309551939","Sessions Cannabis-Waterloo","573 KING ST N UNIT 2","WATERLOO","ON","N2L5Z7","104529210"
"CRSA1190947","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6228500183778","-79.5192099732902","ABOVE THE CLOUDS CANNABIS","1126 THE QUEENSWAY UNIT 1 AND 2","ETOBICOKE","ON","M8Z1P7","70946394"
"CRSA1190994","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7088429911543","-79.3102590402636","Kiosk Cannabis","985 O'CONNOR DR","TORONTO","ON","M4B2T1","24275128"
"CRSA1191022","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6323100019397","-79.7689699846175","Hibuzz","7955 FINANCIAL DR UNIT B","BRAMPTON","ON","L6Y0J8","71786208"
"CRSA1191061","Authorized to Open","Active","Cannabis Retail Store Authorization","45.1929800143433","-75.8418699800232","Gather and Grow Recreational Cannabis","6179 PERTH ST UNIT 220","RICHMOND","ON","K0A2Z0","69850925"
"CRSA1191078","Authorized to Open","Active","Cannabis Retail Store Authorization","45.3937799881184","-75.7508399969669","Unplug Cannabis Co.","261 RICHMOND ROAD   ","OTTAWA","ON"," K1Z6X3","70575847"
"CRSA1191155","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7668900069627","-79.3857000020266","Moksha Cannabis","5 KENASTON GDNS UNIT 3","NORTH YORK","ON","M2K1B3","69898351"
"CRSA1191192","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5689616804406","-80.9426319549539","Moonfire Cannabis","1050 2ND AVE E SUITE 5","OWEN SOUND","ON","N4K2H7","69912192"
"CRSA1191247","Authorized to Open","Active","Cannabis Retail Store Authorization","45.2710880110767","-75.7826457072783","One Plant Barrhaven","4335 STRANDHERD DR UNIT 3,4,5","NEPEAN","ON","K2J6E5","44623338"
"CRSA1191375","Authorized to Open","Active","Cannabis Retail Store Authorization","45.0148600037279","-75.6466100251519","Creekside Greens","19 REUBEN CRES","KEMPTVILLE","ON","K0G 1J0","69994375"
"CRSA1191419","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7670799827981","-79.2275899831334","HOLLAND DAZE","793 MARKHAM RD","SCARBOROUGH","ON","M1H2Y2","70592644"
"CRSA1191422","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9502400071129","-79.8548000025818","Forty3Eighty Cannabis Co.","5 TALBOT STREET EAST, UNIT 1","CAYUGA","ON","N0A 1E0","70020781"
"CRSA1191456","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9705200046164","-79.2512400258571","JOLLY GREEN CANNABIS","6134 MAIN ST","STOUFFVILLE","ON","L4A1A5","70038298"
"CRSA1191475","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0085500157478","-79.2512299675733","Garden City Cannabis Co","623 NIAGARA ST","WELLAND","ON","L3C1L9","70060599"
"CRSA1191661","Authorized to Open","Active","Cannabis Retail Store Authorization","45.4774708446233","-76.6558388079973","A High Class Joint","910 O'BRIEN RD UNIT 1004","RENFREW ","ON","K7V 0B4","71449544"
"CRSA1191755","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8952937872978","-79.0422619151761","GREEN WORLD ","1901 HARWOOD AVE N UNIT 34","AJAX","ON","L1T0K8","67522701"
"CRSA1191851","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9991647","-81.197498","Forest City Marijuana","1470 DUNDAS ST","LONDON","ON","N5W3B9","30431962"
"CRSA1191912","Authorized to Open","Active","Cannabis Retail Store Authorization","43.697934225616","-79.8241036141386","Golden Tree Cannabis","10671 CHINGUACOUSY RD UNIT B7","BRAMPTON","ON","L7A0N5","77948437"
"CRSA1191963","Authorized to Open","Active","Cannabis Retail Store Authorization","45.2255400201425","-75.6855199931588","BLUEBIRD CANNABIS CO.","5530 MANOTICK MAIN ST UNIT 1B","OTTAWA","ON","K4M1A2","83229663"
"CRSA1191979","Authorized to Open","Active","Cannabis Retail Store Authorization","42.960799989738","-82.3573300160269","The We Store","450 TRUDEAU DR UNIT 7/8","SARNIA","ON","N7S4V1","70798658"
"CRSA1192185","Authorized to Open","Active","Cannabis Retail Store Authorization","43.784750976398","-79.4457864678857","PURPLE MOOSE","5984 BATHURST ST","NORTH YORK","ON","M2R1Z1","43896448"
"CRSA1192377","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8030999963186","-79.2945599645817","North 80","19 MILLIKEN BLVD SUITE 25C","SCARBOROUGH","ON","M1V4A2","70430328"
"CRSA1192410","Authorized to Open","Active","Cannabis Retail Store Authorization","48.472009998966","-81.3929600368221","Cannabis Jacks","1869 RIVERSIDE DR UNIT 1B","TIMMINS","ON","P4R 0A2","76473210"
"CRSA1192547","Authorized to Open","Active","Cannabis Retail Store Authorization","44.1482172312833","-79.8830646496473","Emerald Cannabis Co. Alliston","86 YOUNG ST UNIT S6B","ALLISTON","ON","L9R1P8","70527567"
"CRSA1192594","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0208111593887","-81.2160629312448","Cannabis Link","1295 HIGHBURY AVE N UNIT A6B","LONDON","ON","N5Y5L3","71260229"
"CRSA1192657","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7685899826552","-79.3814399835567","Paradise AIR ","650 SHEPPARD AVE E UNIT 7","NORTH YORK","ON","M2K3E4","80780518"
"CRSA1192675","Authorized to Open","Active","Cannabis Retail Store Authorization","45.0300999800815","-75.6329099720497","SPIRITLEAF KEMPTVILLE","304 COLONNADE DR UNIT 300","KEMPTVILLE","ON","K0G1J0","70582940"
"CRSA1192716","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5410500194603","-80.2436499857547","Ronin Cannabis","86 GORDON ST UNIT C","GUELPH","ON","N1H4H6","70594302"
"CRSA1192762","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9477699859756","-81.8797200368157","Cauldron Cannabis","5294 NAUVOO ROAD UNIT 101","WATFORD","ON","N0M 2S0","70607514"
"CRSA1192826","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8151065001141","-79.2328553697534","Good Cookie Malvern","5741 FINCH AVE E UNIT 2","SCARBOROUGH","ON","M1B2G5","70639339"
"CRSA1192853","Authorized to Open","Active","Cannabis Retail Store Authorization","44.163566843182","-77.3840904866985","SATIVA BLISS CANNABIS BOUTIQUE","200 FRONT ST UNIT 101","BELLEVILLE","ON","K8N2Y7","44612600"
"CRSA1192872","Authorized to Open","Active","Cannabis Retail Store Authorization","44.7502999821446","-79.8862700256921","TOKE","262 KING ST","MIDLAND","ON","L4R3M3","70657771"
"CRSA1192892","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9579816380921","-81.6252861519706","TRUE NORTH CANNABIS CO.","51 FRONT ST W","STRATHROY","ON","N7G1X6","138812"
"CRSA1192992","Authorized to Open","Active","Cannabis Retail Store Authorization","43.766621408875","-79.475267929712","ASHARIO","1111A FINCH AVE W UNIT 1","NORTH YORK","ON","M3J2P7","164954740"
"CRSA1193094","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5055348003344","-80.3102950555305","Chill Blue Mountain","170 JOZO WEIDER BLVD UNIT 61/P1-11","BLUE MOUNTAIN","ON","L9Y0V2","70742087"
"CRSA1193139","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6461018276301","-79.4092855917249","COSMIC CHARLIES","821 QUEEN ST W","TORONTO","ON","M6J1G1","22055224"
"CRSA1193157","Authorized to Open","Active","Cannabis Retail Store Authorization","48.6119924565519","-93.4000814442685","T CANNABIS ","130 SECOND ST E UNIT 2","FORT FRANCES","ON","P9A1M5","70766797"
"CRSA1193235","Authorized to Open","Active","Cannabis Retail Store Authorization","44.9195700022017","-79.3741100092298","TRUE NORTH CANNABIS CO.","125 MUSKOKA RD S","GRAVENHURST","ON","P1P1X3","70799499"
"CRSA1193238","Authorized to Open","Active","Cannabis Retail Store Authorization","42.0527259782064","-82.5998792183206","TRUE NORTH CANNABIS CO.","11 ERIE ST S SUITE 3","LEAMINGTON","ON","N8H3A6","70800252"
"CRSA1193245","Authorized to Open","Active","Cannabis Retail Store Authorization","45.3265495967452","-79.2180737380113","True North Cannabis Co.","30 MAIN ST E","HUNTSVILLE","ON","P1H2C8","24183795"
"CRSA1193246","Authorized to Open","Active","Cannabis Retail Store Authorization","42.836955987307","-80.304826731004","True North Cannabis Co.","22-26 ROBINSON ST  ","SIMCOE ","ON","N3Y1W4","211374011"
"CRSA1193298","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8633496160186","-79.0169659897738","CANNA CABANA","170 KINGSTON RD E UNIT B4","AJAX","ON","L1Z0C7","70821127"
"CRSA1193299","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5382800100084","-79.8710800054814","CANNA CABANA","1155 MAPLE AVE UNIT F014","MILTON","ON","L9T0A5","70821215"
"CRSA1193309","Authorized to Open","Active","Cannabis Retail Store Authorization","44.3321366436763","-79.6989996352161","BUDS 4 LESS","145 MAPLEVIEW DR W UNIT A","BARRIE","ON","L4N9H7","70822877"
"CRSA1193321","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8947100070746","-78.8781699812404","Tokyo Smoke","400 KING ST W UNIT 7","OSHAWA","ON","L1J2J9","70825487"
"CRSA1193322","Authorized to Open","Active","Cannabis Retail Store Authorization","48.3808125194766","-89.293239","TOKYO SMOKE","572 ARTHUR ST W UNIT 5","THUNDER BAY","ON","P7E5R7","64498255"
"CRSA1193341","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7080000125375","-79.7334599679957","CANNA CABANA","148 WEST DR UNIT C108","BRAMPTON","ON","L6T5P1","70829553"
"CRSA1193342","Authorized to Open","Active","Cannabis Retail Store Authorization","44.3083364036925","-79.5762188542149","CANNA CABANA","1491 INNISFIL BEACH RD SUITE 6","INNISFIL","ON","L9S4B2","70829616"
"CRSA1193459","Authorized to Open","Active","Cannabis Retail Store Authorization","42.2633800060783","-82.4396999843603","The Higher Cannabis Company","30 MILL ST WEST","TILBURY","ON","N0P2L0","70880297"
"CRSA1193491","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4505999802848","-80.4918799644764","PUR CANNABIS-KING W","147 KING ST W","KITCHENER","ON","N2G1A7","70892072"
"CRSA1193501","Authorized to Open","Active","Cannabis Retail Store Authorization","48.4047434186917","-89.2415653956857","CANNA CABANA FORT WILLIAM","949 FORT WILLIAM RD SUITE D10","THUNDER BAY","ON","P7B3A6","70894878"
"CRSA1193502","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6380552159531","-80.027395699911","BUDDERS","372 QUEEN ST E UNIT A4","ACTON","ON","L7J2Y5","76287009"
"CRSA1193539","Authorized to Open","Active","Cannabis Retail Store Authorization","42.8621324193039","-80.7293067688229","HIGHLIFE CANNABIS TILLSONBURG","200 BROADWAY ST UNIT A1052","TILLSONBURG","ON ","N4G5A7","76613714"
"CRSA1193612","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9962862317502","-79.466776217612","ASHARIO","15114 YONGE ST","AURORA","ON","L4G1M2","6216081"
"CRSA1193672","Authorized to Open","Active","Cannabis Retail Store Authorization","45.8899299827823","-77.2623900031961","Prairie and Luna Cannabis Co.","3067 PETAWAWA BLVD SUITE 2","PETAWAWA","ON","K8H1X9","70986232"
"CRSA1193708","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6915999807844","-79.288210002374","Cannabis Place","653 VICTORIA PARK AVE","SCARBOROUGH ","ON","M4C5P1","72298406"
"CRSA1193798","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8271499815523","-79.2911200315184","Kiosk Cannabis","4915 STEELES AVE E UNIT 11","SCARBOROUGH","ON","M1V4Z4","71048262"
"CRSA1193850","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6511699965462","-79.4106700268624","HIMALAYA CANNABIS","871 DUNDAS ST W","TORONTO","ON","M6J1V6","71079823"
"CRSA1193856","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7543099856723","-79.3495800343107","KANAB","865 YORK MILLS RD UNIT 18","NORTH YORK","ON","M3B1Y6","76216180"
"CRSA1193988","Authorized to Open","Active","Cannabis Retail Store Authorization","42.593200017043","-82.3869599599331","True North Cannabis Co.","740 JAMES ST","WALLACEBURG","ON","N8A2P5","71134140"
"CRSA1194020","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0896456332048","-79.0830905299793","POT SPOT","5365 FERRY ST UNIT 2","NIAGARA FALLS","ON","L2G1R9","71145164"
"CRSA1194090","Authorized to Open","Active","Cannabis Retail Store Authorization","45.0273781693086","-74.7022724451757","Groove Cannabis Co. Inc.","1380 SECOND ST E UNIT 26","CORNWALL","ON","K6H2B8","71174464"
"CRSA1194147","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6507719153443","-79.3573345531479","Fika Distillery","49 TANK HOUSE LANE","TORONTO","ON","M5A3C4","15156346"
"CRSA1194211","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1912599984516","-80.2418099903696","CLOUD NINE CANNABIS","26 BRANTWOOD PARK RD UNIT 4","BRANTFORD","ON","N3P1G2","71924895"
"CRSA1194242","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4765000191873","-80.523189977055","BUDDIES CANNABIS","25 UNIVERSITY AVE E","WATERLOO","ON","N2J2V9","71253355"
"CRSA1194382","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4457000035074","-80.5719200151842","Tokyo Smoke","655 ERB STREET WEST, UNIT 665-500","WATERLOO","ON","N2J 3Z4","71305587"
"CRSA1194441","Authorized to Open","Active","Cannabis Retail Store Authorization","43.704759987865","-79.5045599991011","garden of Eden cannabis ","1744 JANE STREET","TORONTO","ON","M9N2S9","72049959"
"CRSA1194650","Authorized to Open","Active","Cannabis Retail Store Authorization","47.5088179694551","-79.6714790494494","T CANNABIS","9 ARMSTRONG ST N","NEW LISKEARD","ON","P0J 1P0","71422698"
"CRSA1194742","Authorized to Open","Active","Cannabis Retail Store Authorization","44.1092766383664","-79.1205286186765","Buzzed Buds","2 BROCK ST W UNITS 3 & 3A","UXBRIDGE","ON","L9P1P2","76547932"
"CRSA1194893","Authorized to Open","Active","Cannabis Retail Store Authorization","44.0391417929401","-79.2974974125051","Plant Republic","15301 HIGHWAY 48 UNIT 7","STOUFFVILLE","ON","L4A 3M1","80274640"
"CRSA1194941","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6659099923754","-79.7320900297407","CROWN LEAF","1 STEELES AVE E UNIT 14","BRAMPTON","ON","L6W 4J4","76486002"
"CRSA1194977","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2386109441977","-79.8427864324254","Sparkle Cannabis Company","778 CONCESSION ST","HAMILTON","ON","L8V1C8","24218255"
"CRSA1195080","Authorized to Open","Active","Cannabis Retail Store Authorization","44.1629160230537","-77.3868213799699","True North Cannabis Co.","20 BRIDGE ST W","BELLEVILLE","ON","K8P1H7","113073"
"CRSA1195084","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7383966280801","-80.9477254346184","True North Cannabis Co.","780 WALLACE AVE N","LISTOWEL","ON","N4W1M2","24224946"
"CRSA1195086","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7445431765259","-81.7077227251131","The Cannabis Guys","46 VICTORIA ST N","GODERICH","ON","N7A2R6","270310"
"CRSA1195088","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1407654257603","-79.2512268973395","True North Cannabis Co.","92 PELHAM RD","ST CATHARINES","ON","L2S1T1","18991200"
"CRSA1195089","Authorized to Open","Active","Cannabis Retail Store Authorization","43.370699991179","-80.9593299873915","True North Cannabis Co.","673 ONTARIO ST","STRATFORD","ON","N5A3J6","71638136"
"CRSA1195095","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1455800091594","-80.2649800014985","True North Cannabis Co","153 WEST ST","BRANTFORD","ON","N3T3G4","71638886"
"CRSA1195197","Authorized to Open","Active","Cannabis Retail Store Authorization","44.6105799845469","-75.6893699689253","True North Cannabis Co.","2107 PARKEDALE AVE","BROCKVILLE","ON","K6V0B4","71680844"
"CRSA1195219","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6931399878548","-79.4626499803097","Kush Klub","2250 EGLINTON AVE W","YORK","ON","M6E2L3","71692432"
"CRSA1195311","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8352300104849","-79.2554199971517","Your Local Cannabis","5981 STEELES AVE E SUITE E104","SCARBOROUGH","ON","M1V5P7","71734020"
