"LicenceNumber","ApplicationStatusEn","LicenceStatus","LicenceTypeEn","Latitude","Longitude","PremisesName","StreetAddress","City","Province","PostalCode","AddressID"
"CRSA1256017","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4137416088086","-80.6060953813633","VIP Cannabis Company","1656 SNYDERS RD E, UNIT B","PETERSBURG","ON","N0B 2H0","103415860"
"CRSA1256229","Authorized to Open","Active","Cannabis Retail Store Authorization","43.827853809962","-79.2878172263912","CANNABIS XPRESS","5005 STEELES AVE E UNIT 106","SCARBOROUGH","ON","M1V5K1","103494839"
"CRSA1257189","Authorized to Open","Active","Cannabis Retail Store Authorization","42.2824282163207","-83.0107889710976","Discounted Cannabis","2783 HOWARD AVE","WINDSOR","ON","N8X3X8","103842481"
"CRSA1258189","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7910994745014","-79.4453447086788","Canna Cabana (Bathurst Steeles)","6231 BATHURST ST","NORTH YORK","ON","M2R2A5","75960508"
"CRSA1258592","Authorized to Open","Active","Cannabis Retail Store Authorization","44.7516249933986","-79.8872030153345","True North Cannabis Co.","212 KING ST UNIT 1","MIDLAND","ON","L4R3L9","106135690"
"CRSA1258761","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6808868893439","-79.4301801455717","On High Inc.","806A ST CLAIR AVE W","TORONTO","ON","M6C1B6","108454027"
"CRSA1258804","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0098489173734","-81.2411966273753","KANNABIS KING","1066 ADELAIDE ST N UNIT 4","LONDON","ON","N5Y2N1","104477956"
"CRSA1259279","Authorized to Open","Active","Cannabis Retail Store Authorization","43.911947390955","-78.79768258836","The Happy Cannasseur","1413 KING ST E UNIT 5","COURTICE","ON","L1E 1J6","104867113"
"CRSA1259951","Authorized to Open","Active","Cannabis Retail Store Authorization","45.3434904969034","-80.0336584169574","True North Cannabis Co.","34 SEGUIN ST","PARRY SOUND","ON","P2A1B1","104890221"
"CRSA1260582","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7490699969926","-79.5601200310328","Value Buds","2546 FINCH AVE W SUITE 12","NORTH YORK","ON","M9M2G3","92543142"
"CRSA1260584","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6511481197789","-79.3680129290409","Value Buds","251 KING ST E UNIT A1","TORONTO","ON","M5A1K2","105109829"
"CRSA1261134","Authorized to Open","Active","Cannabis Retail Store Authorization","45.344335979477","-76.036115221696","VALLEY BUD","433 DONALD B MUNRO DR UNIT B","CARP","ON","K0A 1L0","115823548"
"CRSA1261911","Authorized to Open","Active","Cannabis Retail Store Authorization","44.041609984842","-77.7380899981307","True North Cannabis Co.","43 MAIN STREET","BRIGHTON","ON","K0K 1H0","79107753"
"CRSA1262474","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0076000108419","-81.2395999586394","Value Buds","1030 ADELAIDE ST N UNIT 9B","LONDON","ON","N5Y2M9","92543165"
"CRSA1262634","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9932346860847","-79.2366193045101","Garden City Cannabis Co","469 EAST MAIN ST","WELLAND","ON","L3B3X7","105825352"
"CRSA1263173","Authorized to Open","Active","Cannabis Retail Store Authorization","43.869409609525","-78.851508320706","True North Cannabis Co.","1076 CEDAR ST SUITE 3","OSHAWA","ON","L1J3R9","106047521"
"CRSA1263635","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7310156433436","-79.3053272373475","Spot420 The Cannabis Store","1646 VICTORIA PARK AVE UNIT 8","NORTH YORK","ON","M1R1P7","223736"
"CRSA1263787","Authorized to Open","Active","Cannabis Retail Store Authorization","47.508367988052","-79.684702018129","True North Cannabis Co.","324 WHITEWOOD AVE","NEW LISKEARD","ON","P0J 1P0","106250187"
"CRSA1263793","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6507098995325","-79.3785072589303","Canna North Cannabis Store","117 YONGE ST","TORONTO","ON","M5C1W4","24114324"
"CRSA1264700","Authorized to Open","Active","Cannabis Retail Store Authorization","44.0149144614185","-79.8242941497938","SESSIONS CANNABIS- TOTTENHAM","130 MILL ST E UNIT A6","TOTTENHAM","ON","L0G1W0","106594451"
"CRSA1264704","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0662077","-79.1255702","Canna Cabana","7555 MONTROSE RD UNIT E3","NIAGARA FALLS","ON","L2H2E9","33121764"
"CRSA1264704","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0662077","-79.1255702","Canna Cabana","7555 MONTROSE RD UNIT E3","NIAGARA FALLS","ON","L2H2E9","33121764"
"CRSA1264969","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7482999934574","-79.714730018617","TOKA+","490 CHRYSLER DR SUITE 49","BRAMPTON","ON","L6S0C1","80374385"
"CRSA1265676","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4244130288365","-80.5537947363005","Canna Cabana ","235 IRA NEEDLES BLVD SUITE C2","KITCHENER","ON","N2N0B2","106942259"
"CRSA1265777","Authorized to Open","Active","Cannabis Retail Store Authorization","42.1735478829387","-82.8206241980702","DISCOUNTED CANNABIS","4 TALBOT ST N ","ESSEX","ON","N8M1A4","119390937"
"CRSA1266099","Authorized to Open","Active","Cannabis Retail Store Authorization","49.417011253134","-91.6647122634105","Toke House","105 MAIN ST HWY 17 UNIT 1","IGNACE","ON","P0T1T0","123887237"
"CRSA1266139","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6589499952546","-79.7213099802478","THE GREEN HEX","200 COUNTY COURT BLVD SUITE A2","BRAMPTON","ON","L6W4K7","70801037"
"CRSA1266808","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2578519053609","-79.8779257424547","NEKU CANNABIS","38 HESS ST S","HAMILTON","ON","L8P3N1","133783"
"CRSA1266811","Authorized to Open","Active","Cannabis Retail Store Authorization","43.216772216227","-79.7527382694905","NEKU CANNABIS","89 KING ST E","STONEY CREEK","ON","L8G1K5","68380"
"CRSA1267924","Authorized to Open","Active","Cannabis Retail Store Authorization","46.6116798155047","-81.0074687937589","Happy Life","3045 OLD HWY 69 N UNIT 2","VAL CARON","ON","P3N1R8","87756003"
"CRSA1268158","Authorized to Open","Active","Cannabis Retail Store Authorization","46.2576403792048","-81.7644268228555","Happy Life","387 CENTRE ST","ESPANOLA","ON","P5E1E4","81016476"
"CRSA1268168","Authorized to Open","Active","Cannabis Retail Store Authorization","46.5689308746879","-81.1881496938892","HAPPY LIFE","3702 HIGHWAY 144 UNIT 2","CHELMSFORD","ON","P0M1L0","80822889"
"CRSA1268253","Authorized to Open","Active","Cannabis Retail Store Authorization","46.4933270153093","-81.0075130225194","CASA BLISS ","324 ELM ST UNIT 2","SUDBURY","ON","P3C1V8","108170449"
"CRSA1269426","Authorized to Open","Active","Cannabis Retail Store Authorization","44.21284501637","-79.5886820366553","Levicann","5417 YONGE ST UNIT 1","GILFORD","ON","L0L1R0","108365954"
"CRSA1269525","Authorized to Open","Active","Cannabis Retail Store Authorization","50.4274165632331","-88.7731214281046","Happy Time","16 KING STREET","ARMSTRONG STATION","ON","P0T 1A0","108393286"
"CRSA1269724","Authorized to Open","Active","Cannabis Retail Store Authorization","44.0010929622401","-77.1615467800895","Cannaverse","23 GEORGE WRIGHT BLVD UNIT C-1 RR1","PICTON ","ON ","K0K2T0","99963074"
"CRSA1269742","Authorized to Open","Active","Cannabis Retail Store Authorization","49.061582004844","-81.0250056012579","High Society Cannabis Co","86 SIXTH AVE","COCHRANE","ON","P0L1C0","73328932"
"CRSA1269976","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9187661","-80.0983397","Altered Nation Cannabis","218 BROADWAY","ORANGEVILLE","ON","L9W1K3","31114656"
"CRSA1270687","Authorized to Open","Active","Cannabis Retail Store Authorization","44.2470101985368","-76.950718740444","The Smoke and Leaf Ltd.","8 DUNDAS ST W","NAPANEE","ON","K7R1Z4","108824356"
"CRSA1270689","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5971646819251","-79.5231534072772","The Underground HC","3264 LAKE SHORE BLVD W","ETOBICOKE","ON","M8V1M4","108824754"
"CRSA1271828","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7255745165635","-79.402945600172","Buzzed Buds","3080 YONGE ST UNIT E","TORONTO","ON","M4N3N1","110842081"
"CRSA1271911","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7895410106469","-80.143366968326","Consumers Cannabis","92 TRAFALGAR RD","ERIN","ON","N0B1Z0","109271216"
"CRSA1272191","Authorized to Open","Active","Cannabis Retail Store Authorization","42.3208765929196","-83.0187318301847","Discounted Cannabis","1332 WYANDOTTE ST E","WINDSOR","ON","N9A3K7","109359294"
"CRSA1272841","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9721300005783","-79.1308499961769","CANNABIS XPRESS","1692 CENTRAL ST UNIT 1","PICKERING","ON","L1Y1B3","83768585"
"CRSA1272841","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9721300005783","-79.1308499961769","CANNABIS XPRESS","1692 CENTRAL ST UNIT 1","PICKERING","ON","L1Y1B3","83768585"
"CRSA1273480","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8418300048643","-79.0840199678596","Value Buds","1450 KINGSTON RD UNIT 14","PICKERING","ON","L1V1C1","94665073"
"CRSA1273481","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9606926297536","-81.2611158087313","Value Buds","450 WHARNCLIFFE RD S","LONDON","ON","N6J2M9","254492"
"CRSA1273482","Authorized to Open","Active","Cannabis Retail Store Authorization","42.306720019461","-83.0584099996176","Value Buds","1916 WYANDOTTE ST W","WINDSOR","ON","N9B1J5","72733350"
"CRSA1273588","Authorized to Open","Active","Cannabis Retail Store Authorization","45.1307660923948","-75.7159361595828","CANNABIS XPRESS","2333 CHURCH STREET, UNIT 3","NORTH GOWER","ON","K0A2T0","109877579"
"CRSA1274070","Authorized to Open","Active","Cannabis Retail Store Authorization","46.3180643116674","-78.7065276311275","BUDSSMOKE","298 MAIN ST UNIT A","MATTAWA","ON","P0H 1V0","111363463"
"CRSA1274723","Authorized to Open","Active","Cannabis Retail Store Authorization","46.2948000041278","-79.4540899616918","Happy Life","42 LAKESHORE DR","NORTH BAY","ON","P1A2A3","81017533"
"CRSA1274866","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7444109999316","-79.6954891084207","Canna Cabana","9025 AIRPORT RD UNIT 2","BRAMPTON","ON","L6S0B8","110318613"
"CRSA1274898","Authorized to Open","Active","Cannabis Retail Store Authorization","45.5287174813118","-79.3203744661623","Pure Plant Cannabis","12 HWY 518 EAST UNIT C","EMSDALE","ON","P0A 1J0","124911753"
"CRSA1276051","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7370299798143","-79.5663099827088","COST CANNABIS","1123 ALBION RD UNIT 3","ETOBICOKE","ON","M9V1A9","71731186"
"CRSA1276267","Authorized to Open","Active","Cannabis Retail Store Authorization","49.787290491996","-92.8277007084469","COST CANNABIS","439 GOVERNMENT ST UNIT 5","DRYDEN","ON","P8N2P4","110791690"
"CRSA1277316","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5277821650346","-79.8672565012957","Tokyo Smoke Milton","890 MAIN ST E UNIT 8","MILTON","ON","L9T0J4","40719461"
"CRSA1277522","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7277760613422","-79.4177855117723","One Plant","1703 AVENUE RD","NORTH YORK","ON","M5M3Y3","44653125"
"CRSA1277690","Authorized to Open","Active","Cannabis Retail Store Authorization","46.7383792888086","-84.3607440145503","SESSIONS CANNABIS GOULAIS RIVER","2771 ON-17 UNIT 1","GOULAIS RIVER","ON","P0S1E0","111768799"
"CRSA1278399","Authorized to Open","Active","Cannabis Retail Store Authorization","43.263759867592","-79.8646869579606","COST CANNABIS","32 BARTON ST E","HAMILTON","ON","L8L2V5","197554"
"CRSA1279033","Authorized to Open","Active","Cannabis Retail Store Authorization","43.174543298397","-79.786239387368","One Plant","2172 RYMAL RD E UNIT E1","HANNON","ON","L0R1P0","120627732"
"CRSA1279529","Authorized to Open","Active","Cannabis Retail Store Authorization","45.4334840157225","-76.3540080358991","GREEN VALLEY CANNABIS COMPANY","115 JOHN ST N","ARNPRIOR","ON","K7S2N5","111170098"
"CRSA1279937","Authorized to Open","Active","Cannabis Retail Store Authorization","46.2485099799226","-81.7575699751068","HIGHLIFE CANNABIS ESPANOLA","800 CENTRE ST","ESPANOLA","ON","P5E 1J1","71194909"
"CRSA1279939","Authorized to Open","Active","Cannabis Retail Store Authorization","46.5789000022127","-81.198399970866","HIGHLIFE CANNABIS CHELMSFORD","3454 ERRINGTON AVE","CHELMSFORD","ON","P0M1L0","68810294"
"CRSA1280154","Authorized to Open","Active","Cannabis Retail Store Authorization","46.5220355494839","-80.930223","HIGHLIFE CANNABIS LASALLE","1855 LASALLE BLVD","SUDBURY","ON","P3A2A3","70672"
"CRSA1281138","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6670898276301","-79.3449944794564","Relm Cannabis","809 GERRARD ST E","TORONTO","ON","M4M1Y8","24224487"
"CRSA1281563","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5666729107344","-80.2580945194969","The Hunny Pot Cannabis Co.","328 SPEEDVALE AVE E UNIT 10","GUELPH","ON","N1E1N5","112636623"
"CRSA1281650","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1642559555974","-81.6836933209017","STELLAR BUD","249 PARKHILL MAIN ST","PARKHILL","ON","N0M2K0","253331"
"CRSA1281907","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1761252149828","-79.4772640799532","Cannabis Cupboard","4506 ONTARIO ST UNIT 4","BEAMSVILLE","ON","L3J0A9","112741321"
"CRSA1282484","Authorized to Open","Active","Cannabis Retail Store Authorization","43.8748218044056","-80.3099660949362","Fratelli and Co.","173004 COUNTY RD 25","GRAND VALLEY","ON","L9W0L6","114380652"
"CRSA1283316","Authorized to Open","Active","Cannabis Retail Store Authorization","45.8421903922419","-79.3772076253673","South River Buds","19 ISABELLA STREET","SOUTH RIVER","ON","P0A 1X0","113261148"
"CRSA1283412","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1744000097617","-80.2428200097023","COST CANNABIS","61 LYNDEN RD UNIT B4","BRANTFORD","ON","N3R7J9","80494757"
"CRSA1283414","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2255183873817","-79.8305519110666","Queen George Cannabis","1104 FENNELL AVE E UNIT 8","HAMILTON","ON","L8T1R9","113304847"
"CRSA1285161","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5462469079282","-79.1756406236326","Longbottom Leaf","2267 HIGHWAY 12","RAMARA","ON","L0K 1B0","113945017"
"CRSA1285311","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9683639868015","-81.2819311680654","Cannabis Link","390 SPRINGBANK DR UNIT 10B","LONDON","ON","N6J1G9","114745219"
"CRSA1285315","Authorized to Open","Active","Cannabis Retail Store Authorization","42.2550325106154","-82.9634137837977","Discounted Cannabis","4450 WALKER RD","WINDSOR","ON","N8W3T5","114006988"
"CRSA1285431","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6837652063387","-79.3235130698064","Cannabis Hut ","699 COXWELL AVE UNIT G01 & G02","TORONTO","ON","M4C3C1","115812019"
"CRSA1285841","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7831234902996","-79.2038850389439","MOKSHA CANNABIS","2870 ELLESMERE RD UNIT 2852","SCARBOROUGH","ON","M1E4B8","114196171"
"CRSA1285968","Authorized to Open","Active","Cannabis Retail Store Authorization","48.3815553078342","-81.0470721689272","SESSIONS CANNABIS - SOUTH PORCUPINE","4900 ON-101 UNIT A04","SOUTH PORCUPINE","ON","P0N 1H0","116550292"
"CRSA1286511","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6191600112334","-79.5583800317526","Canna Cabana","170 NORTH QUEEN ST UNIT C1","TORONTO","ON","M9C1A7","79131759"
"CRSA1287373","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6825290851679","-79.4203112271709","Plug Canna6is","539 ST CLAIR AVE W","TORONTO","ON","M6C1A3","114747119"
"CRSA1288446","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1983600152649","-80.0164900161403","Spiritleaf Ancaster","1090 WILSON ST W UNIT 3","ANCASTER","ON","L9G3K9","71912008"
"CRSA1288450","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7982400012194","-79.2728400227022","Tokyo Smoke Chartwell","2375 BRIMLEY RD. UNIT 6","SCARBOROUGH","ON","M1S 3L6","78070625"
"CRSA1288593","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5144267899517","-80.2389149648319","Reserved Cannabis Guelph","615 SCOTTSDALE DR UNIT 2","GUELPH","ON","N1G3P4","115185800"
"CRSA1288637","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1433217987154","-79.239694038052","UpHi Cannabis Emporium ","198 GLENRIDGE AVE UNIT 6","ST CATHARINES","ON","L2T3J8","115580969"
"CRSA1290645","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9389908052697","-78.8575074164465","Canna Cabana","1383 WILSON RD N UNIT 1","OSHAWA","ON","L1K2Z5","115863899"
"CRSA1291153","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5370499903974","-78.7357499630823","Rustic Cannabis Corp.","44 COLBORNE STREET, UNIT 5","FENELON FALLS","ON","K0M 1N0","81178760"
"CRSA1291297","Authorized to Open","Active","Cannabis Retail Store Authorization","42.3060643869946","-83.0590938790976","Discounted Cannabis","2007 WYANDOTTE ST W","WINDSOR","ON","N9B1J8","116082797"
"CRSA1291387","Authorized to Open","Active","Cannabis Retail Store Authorization","42.8551544821147","-80.4982201198573","CANNABIS XPRESS","158 MAIN STREET OF DELHI","DELHI","ON","N4B2L9","116114941"
"CRSA1291899","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6709261723699","-79.3881290686998","Cumberland Cannabis","20 CUMBERLAND ST","TORONTO","ON","M4W1J5","56472"
"CRSA1292317","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0063013187639","-81.1719239694867","VIP Cannabis Company","1984 DUNDAS ST E UNIT A1","LONDON ","ON ","N5V1P5","119389622"
"CRSA1292732","Authorized to Open","Active","Cannabis Retail Store Authorization","49.417619979669","-82.424426983308","True North Cannabis Co.","18 CIRCLE ST","KAPUSKASING","ON","P5N1T4","116563616"
"CRSA1293689","Authorized to Open","Active","Cannabis Retail Store Authorization","44.5592300149422","-80.4468699826146","Soma Leaf Company","99 KING ST E UNIT C","THORNBURY","ON","N0H2P0","77049422"
"CRSA1293755","Authorized to Open","Active","Cannabis Retail Store Authorization","46.1396441031898","-80.4309374096016","CABANE A JOE","142 ST DAVID ST N UNIT 2","NOELVILLE","ON","P0M2N0","116937143"
"CRSA1294431","Authorized to Open","Active","Cannabis Retail Store Authorization","42.4113470001199","-82.1950319792121","Discounted Cannabis","229 ST CLAIR ST","CHATHAM","ON","N7L3J4","118873773"
"CRSA1295251","Authorized to Open","Active","Cannabis Retail Store Authorization","43.1784904204209","-80.2792644408901","Cannabis Cupboard","264 KING GEORGE RD UNIT D","BRANTFORD","ON","N3R5L5","117476650"
"CRSA1295800","Authorized to Open","Active","Cannabis Retail Store Authorization","46.221495902269","-79.364373339044","Cannabis Jacks","30 BAY ST UNIT C","CALLANDER","ON","P0H1H0","117724042"
"CRSA1297381","Authorized to Open","Active","Cannabis Retail Store Authorization","43.987833202811","-79.466907316571","Tokyo Smoke Aurora","14800 YONGE ST UNIT 114","AURORA","ON","L4G1N3","118348311"
"CRSA1297444","Authorized to Open","Active","Cannabis Retail Store Authorization","49.139466887396","-93.92514262678","Cannabis North","1624D HWY 71","NESTOR FALLS","ON","P0X 1K0","123042789"
"CRSA1297573","Authorized to Open","Active","Cannabis Retail Store Authorization","42.293250510606","-82.705046563738","Discounted Cannabis","473 NOTRE DAME ST UNIT 3","BELLE RIVER","ON","N0R1A0","118925712"
"CRSA1298360","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7502023957694","-79.5420336914219","WOW World of Weed","3412 WESTON ROAD","TORONTO","ON","M9M2W2","66048723"
"CRSA1298598","Authorized to Open","Active","Cannabis Retail Store Authorization","44.0251566022752","-79.447599770244","The Woods Cannabis ","16015 BAYVIEW AVE UNIT B2","AURORA","ON","L4G3L4","119309385"
"CRSA1298993","Authorized to Open","Active","Cannabis Retail Store Authorization","43.7363921507298","-79.4388593967626","Budbar Express","380 WILSON AVE","NORTH YORK","ON","M3H1S9","225120"
"CRSA1299396","Authorized to Open","Active","Cannabis Retail Store Authorization","43.4068078051353","-80.3940618133145","True North Cannabis Co. ","4396 KING ST E UNIT 1","KITCHENER","ON","N2P2G4","119697624"
"CRSA1299457","Authorized to Open","Active","Cannabis Retail Store Authorization","44.4305559827157","-79.1550301942765","Beaverton cannabis ","280 MARA ROAD","BEAVERTON","ON","L0K 1A0","119087592"
"CRSA1299458","Authorized to Open","Active","Cannabis Retail Store Authorization","42.255978995122","-83.0043184771223","URBNBUD","3838 MCGREGOR BLVD","WINDSOR","ON","N9G1X1","119088085"
"CRSA1299674","Authorized to Open","Active","Cannabis Retail Store Authorization","44.075509712135","-77.594141623748","Lucky Plus Cannabis","22530 LOYALIST PKY UNIT 2 ","TRENTON","ON","K8V5P7","187125132"
"CRSA1299743","Authorized to Open","Active","Cannabis Retail Store Authorization","43.34396599482","-80.3321349715498","VIP Cannabis Company","304 ST ANDREWS ST SUITE 10","CAMBRIDGE","ON","N1S1P3","119195249"
"CRSA1299784","Authorized to Open","Active","Cannabis Retail Store Authorization","44.6036447380053","-75.7007132929719","Sessions Cannabis Brockville","2441 PARKEDALE AVE UNIT C","BROCKVILLE","ON","K6V3G9","67937293"
"CRSA1299785","Authorized to Open","Active","Cannabis Retail Store Authorization","45.4125300121552","-75.7037699947617","SESSIONS CANNABIS - OTTAWA","603 SOMERSET ST W","OTTAWA","ON","K1R5K1","75359624"
"CRSA1300059","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2290716856853","-79.7696646767527","Silverleaf Cannabis","736A QUEENSTON RD","HAMILTON","ON","L8G1A4","119303885"
"CRSA1300312","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0006999862383","-81.2769000145033","Cannabis Link Express","1149 WESTERN RD UNIT 2","LONDON","ON","N6G1G6","94582674"
"CRSA1300497","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5645486919944","-80.2765459312477","Purenorth Cannabis Co.","783 WOOLWICH ST","GUELPH","ON","N1H3Z2","119606088"
"CRSA1302187","Authorized to Open","Active","Cannabis Retail Store Authorization","45.1621190203177","-75.4622629729389","Olympia Cannabis Vernon O/C Vernon","8717 BANK ST UNIT 1","VERNON ","ON","K0A3J0","121867013"
"CRSA1302513","Authorized to Open","Active","Cannabis Retail Store Authorization","45.0275030569302","-74.7532874041951","ONE PLANT","1232 BROOKDALE AVE UNIT B","CORNWALL","ON","K6J4P8","120238563"
"CRSA1302895","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5214362822107","-80.2687522770226","True North Cannabis Co.","715 WELLINGTON ST W SUITE A6","GUELPH","ON","N1H8L8","120369296"
"CRSA1303086","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2278596661285","-79.8381367041806","Tokyo Smoke Fennell","967 FENNELL AVE E UNIT 4","HAMILTON","ON","L8T1R1","87284472"
"CRSA1303297","Authorized to Open","Active","Cannabis Retail Store Authorization","42.3051899868553","-82.9808100047432","Greentown Cannabis Discount Hut","3580 TECUMSEH RD E UNIT 4","WINDSOR","ON","N8W0A5","79129583"
"CRSA1303742","Authorized to Open","Active","Cannabis Retail Store Authorization","43.9721571657335","-79.2432861848634","Princess Buds","6380 MAIN ST UNIT 9","STOUFFVILLE","ON","L4A1G3","100995"
"CRSA1304280","Authorized to Open","Active","Cannabis Retail Store Authorization","43.5087400039233","-80.1962799952348","J. Supply Co. Guelph","1515 GORDON ST UNIT 106","GUELPH","ON","N1L1C9","70178140"
"CRSA1304398","Authorized to Open","Active","Cannabis Retail Store Authorization","49.6887100067403","-83.6588099988451","Evergreen Leaf","631 FRONT STREET UNIT#01","HEARST","ON","P0L1N0","80794465"
"CRSA1304892","Authorized to Open","Active","Cannabis Retail Store Authorization","43.703580905545","-79.526108279604","BUDSIDE","2191 WESTON RD","YORK","ON","M9N1X9","121055483"
"CRSA1305188","Authorized to Open","Active","Cannabis Retail Store Authorization","44.574460519745","-80.905353380789","Buds 4 Less Cannabis Company","2125 16TH ST E UNIT H3","OWEN SOUND","ON","N4K0E2","121139865"
"CRSA1305473","Authorized to Open","Active","Cannabis Retail Store Authorization","43.703102717969","-79.524545892852","Spot420 The Cannabis store","2147 WESTON RD","YORK","ON","M9N1X8","121236603"
"CRSA1305506","Authorized to Open","Active","Cannabis Retail Store Authorization","43.788957881643","-79.139643115522","HOLLAND DAZE","275 PORT UNION RD UNIT 8","SCARBOROUGH","ON","M1C2L3","121245201"
"CRSA1306483","Authorized to Open","Active","Cannabis Retail Store Authorization","43.0280298493561","-81.2780194528534","One Plant","94 FANSHAWE PARK RD E UNIT 6","LONDON","ON","N5X4C5","64510317"
"CRSA1306520","Authorized to Open","Active","Cannabis Retail Store Authorization","42.9380084696173","-81.2811282802532","One Plant","3030 WONDERLAND RD S","LONDON","ON","N6L1A6","137130"
"CRSA1306556","Authorized to Open","Active","Cannabis Retail Store Authorization","42.7788963830059","-81.1800689001377","One Plant","945 TALBOT ST","ST THOMAS","ON","N5P1E8","44339744"
"CRSA1306564","Authorized to Open","Active","Cannabis Retail Store Authorization","42.3134587648742","-82.9357747554678","One Plant","7555 TECUMSEH RD E","WINDSOR","ON","N8T1G2","44356258"
"CRSA1306602","Authorized to Open","Active","Cannabis Retail Store Authorization","43.6822261906918","-79.3289938456921","NORTHERN HELM CANNABIS","1338 DANFORTH AVE","TORONTO","ON","M4J1M9","64630152"
"CRSA1307416","Authorized to Open","Active","Cannabis Retail Store Authorization","42.0963653047087","-83.1071391995564","Discounted Cannabis","421 SANDWICH ST S UNIT 5 ","AMHERSTBURG","ON ","N9V3K8","122674190"
"CRSA1307956","Authorized to Open","Active","Cannabis Retail Store Authorization","43.644765867592","-79.5230563478852","MA CANNABIS","3373 BLOOR ST W","ETOBICOKE","ON","M8X1G2","117262"
"CRSA1308174","Authorized to Open","Active","Cannabis Retail Store Authorization","46.2249978758278","-79.3632274228475","BUDSSMOKE","211 KING ST UNIT 2","THORNE","ON","P0H2J0","122406113"
"CRSA1308195","Authorized to Open","Active","Cannabis Retail Store Authorization","42.7784324915979","-81.1776296147973","Canna Cabana","1010 TALBOT ST UNIT 32","ST THOMAS","ON","N5P4N2","122179256"
"CRSA1308421","Authorized to Open","Active","Cannabis Retail Store Authorization","45.3915371165571","-75.6813783271617","Creekside Greens","1192 BANK ST","OTTAWA","ON","K1S3Y1","122407133"
"CRSA1308961","Authorized to Open","Active","Cannabis Retail Store Authorization","44.626730989957","-75.950895322464","Village Bud","26 MAIN ST E","ATHENS","ON","K0E1B0","122487327"
"CRSA1309842","Authorized to Open","Active","Cannabis Retail Store Authorization","43.2167499946508","-79.8657799604655","Bestbudz","1024 UPPER WENTWORTH ST UNIT 7","HAMILTON","ON","L9A4V9","80274842"
"CRSA1310864","Authorized to Open","Active","Cannabis Retail Store Authorization","43.3910238013561","-80.3233070673064","One Plant","350 HESPELER RD BLDG B UNIT 8","CAMBRIDGE","ON","N1R7N7","123294339"
"CRSA1312403","Authorized to Open","Active","Cannabis Retail Store Authorization","44.0072800144587","-79.4688000341266","CannaEra","15543 YONGE ST UNIT 1","AURORA","ON","L4G1P3","71924751"
